traffic,distance,service_problems,discount,new_items,stale_items,engagement,retention
-0.7065714699098868,-0.671914012184567,-3.2634847943693943,-3.1797242447512684,-0.1754669895958257,-0.08946255819812221,-0.01228641639503611,1
1.2808219675369967,-0.49794668210792786,0.1989279565504526,-0.07961554570567675,0.8893397791303083,-1.1465668179302129,0.9223084395667688,1
0.2826447527722637,1.364792201870114,2.407051774230409,1.9425414843702657,-0.06772523719827213,-1.0347583872458292,1.6699147741366889,0
-0.3918224557949895,-0.0369661533828004,-2.8945886322518444,-2.98598249202944,-0.027083176401446935,0.4042236235922884,-0.3629282578951665,1
0.01023000800434128,0.9308694400773,2.422020352747515,3.0693898601883807,-0.32074049726919285,0.6161228173936512,-0.9006111270786467,0
1.5962814452198881,-1.3493102754061093,-1.3226403623423606,-1.107384419544718,-1.4803800224912034,-0.030035913096346085,-1.9606443053462352,0
-1.4283643006196494,1.1264286154325325,0.3012944938678219,1.3732149419153796,-0.027521018200434056,2.1585334988297133,-3.4148008414272404,0
0.5406151528398984,0.8802489275129656,1.8919349897577131,1.4595125210841238,-0.9097093535723784,-0.4114825467056033,-1.0828025298951884,0
-1.0330320613455108,0.6718053862817006,2.0775099001458948,2.9514839570968614,0.8182177300566716,-0.6386602967591826,1.07359998139604,1
1.4039003075460716,0.5000616103962019,3.2029019332987567,3.1554907371349015,0.48300781504877127,-0.955087330274046,1.481764785498353,1
-0.8250516732256914,-0.6621589147289171,-4.01035773188841,-4.969886911986704,2.2615231395421334,-1.7345809742723837,4.444492270889039,1
-1.2715854787987633,0.206023665659178,-1.568070425614423,-0.10757104248960458,-2.599518548418536,-1.2965486512869309,-0.21488889479336337,1
0.08648595425583797,1.7344972390792177,2.622591167978274,3.5941517434769974,1.8723965404356735,-0.013292839625270943,0.9397302064513808,1
0.12698230499634008,-0.42972688413787674,-2.8161603131941684,-3.108781658842601,0.40679739360268674,-0.9704829373204811,1.527728064206721,1
-1.8084769331795825,-0.18195436907404106,-0.9185050999817141,-0.9184223878268137,-0.5311878297378256,-0.05589262918084316,-1.9335379028006432,0
-0.8169926791634959,-0.9384765999918969,-3.9089513081266345,-4.323385833313505,-0.5057044200561507,0.9609728435578837,-0.702985710835202,1
